school,school_setting,school_type,classroom,teaching_method,n_student,student_id,gender,lunch,pretest,posttest
CUQAM,Urban,Public,OMI,Standard,28,N3DMQ,Male,Does not qualify,57,59
CUQAM,Urban,Public,OMI,Standard,28,OBJSU,Female,Does not qualify,60,68
CUQAM,Urban,Public,OMI,Standard,28,PDDSN,Female,Does not qualify,51,64
CUQAM,Urban,Public,OMI,Standard,28,PZFMC,Female,Does not qualify,61,67
CUQAM,Urban,Public,OMI,Standard,28,R8YXZ,Male,Qualifies for reduced/free lunch,52,61
CUQAM,Urban,Public,OMI,Standard,28,RHZI6,Male,Does not qualify,52,63
CUQAM,Urban,Public,OMI,Standard,28,THIFD,Female,Qualifies for reduced/free lunch,49,64
CUQAM,Urban,Public,OMI,Standard,28,TNGFN,Male,Does not qualify,57,63
CUQAM,Urban,Public,OMI,Standard,28,U3GC0,Female,Does not qualify,52,63
CUQAM,Urban,Public,OMI,Standard,28,Y7CIO,Male,Does not qualify,54,63
CUQAM,Urban,Public,OMI,Standard,28,YSEBW,Male,Does not qualify,58,65
CUQAM,Urban,Public,X6Z,Experimental,24,5Z1Q8,Female,Does not qualify,51,66
CUQAM,Urban,Public,X6Z,Experimental,24,6PQH8,Female,Does not qualify,56,75
CUQAM,Urban,Public,X6Z,Experimental,24,B4YM5,Female,Does not qualify,56,72
CUQAM,Urban,Public,X6Z,Experimental,24,C8YUM,Male,Qualifies for reduced/free lunch,51,69
CUQAM,Urban,Public,X6Z,Experimental,24,CRV86,Male,Does not qualify,53,65
CUQAM,Urban,Public,X6Z,Experimental,24,D4BUO,Male,Does not qualify,49,67
CUQAM,Urban,Public,X6Z,Experimental,24,HCBLB,Male,Does not qualify,54,72
CUQAM,Urban,Public,X6Z,Experimental,24,JGOV7,Male,Does not qualify,52,71
CUQAM,Urban,Public,X6Z,Experimental,24,JME0Z,Female,Does not qualify,53,70
CUQAM,Urban,Public,X6Z,Experimental,24,K3IZ6,Male,Does not qualify,54,70
CUQAM,Urban,Public,X6Z,Experimental,24,NIJP6,Female,Does not qualify,57,76
CUQAM,Urban,Public,X6Z,Experimental,24,PGFCX,Male,Does not qualify,52,67
CUQAM,Urban,Public,X6Z,Experimental,24,QCW77,Female,Does not qualify,61,74
CUQAM,Urban,Public,X6Z,Experimental,24,QLAXV,Male,Does not qualify,52,73
CUQAM,Urban,Public,X6Z,Experimental,24,RLE9C,Male,Qualifies for reduced/free lunch,54,68
CUQAM,Urban,Public,X6Z,Experimental,24,S1U43,Male,Does not qualify,55,69
CUQAM,Urban,Public,X6Z,Experimental,24,SZDD5,Male,Does not qualify,53,71
CUQAM,Urban,Public,X6Z,Experimental,24,TMC4V,Male,Does not qualify,55,72
CUQAM,Urban,Public,X6Z,Experimental,24,TNGPD,Male,Does not qualify,53,70
CUQAM,Urban,Public,X6Z,Experimental,24,TT9MG,Male,Qualifies for reduced/free lunch,48,66
CUQAM,Urban,Public,X6Z,Experimental,24,UHE7N,Male,Does not qualify,51,70
CUQAM,Urban,Public,X6Z,Experimental,24,UM6YP,Female,Does not qualify,56,70
CUQAM,Urban,Public,X6Z,Experimental,24,X006R,Female,Does not qualify,51,69
CUQAM,Urban,Public,X6Z,Experimental,24,Y7KJM,Female,Qualifies for reduced/free lunch,49,67
DNQDD,Suburban,Public,2AP,Standard,27,1K0Q5,Female,Does not qualify,54,67
DNQDD,Suburban,Public,2AP,Standard,27,338XH,Female,Qualifies for reduced/free lunch,50,64
DNQDD,Suburban,Public,2AP,Standard,27,378BQ,Female,Does not qualify,51,65
DNQDD,Suburban,Public,2AP,Standard,27,3BGFW,Female,Does not qualify,53,70
DNQDD,Suburban,Public,2AP,Standard,27,4ZRL3,Male,Does not qualify,52,60
DNQDD,Suburban,Public,2AP,Standard,27,56UMG,Male,Qualifies for reduced/free lunch,51,57
DNQDD,Suburban,Public,2AP,Standard,27,5UWDZ,Male,Does not qualify,56,61
DNQDD,Suburban,Public,2AP,Standard,27,8PAMX,Female,Qualifies for reduced/free lunch,47,58
DNQDD,Suburban,Public,2AP,Standard,27,96ZIU,Female,Qualifies for reduced/free lunch,49,60
DNQDD,Suburban,Public,2AP,Standard,27,DBJRW,Male,Qualifies for reduced/free lunch,46,63
DNQDD,Suburban,Public,2AP,Standard,27,DCVI8,Female,Qualifies for reduced/free lunch,43,61
DNQDD,Suburban,Public,2AP,Standard,27,E178W,Male,Does not qualify,56,59
DNQDD,Suburban,Public,2AP,Standard,27,EDR5K,Female,Does not qualify,54,64
DNQDD,Suburban,Public,2AP,Standard,27,IRU9S,Female,Qualifies for reduced/free lunch,48,64
DNQDD,Suburban,Public,2AP,Standard,27,JIPLL,Female,Does not qualify,55,62
DNQDD,Suburban,Public,2AP,Standard,27,MH6W5,Female,Does not qualify,53,63
DNQDD,Suburban,Public,2AP,Standard,27,N1ICX,Male,Qualifies for reduced/free lunch,52,63
DNQDD,Suburban,Public,2AP,Standard,27,QFID8,Male,Does not qualify,55,55
DNQDD,Suburban,Public,2AP,Standard,27,RYRXG,Male,Qualifies for reduced/free lunch,52,65
DNQDD,Suburban,Public,2AP,Standard,27,T0TIH,Male,Qualifies for reduced/free lunch,54,57
DNQDD,Suburban,Public,2AP,Standard,27,U086J,Male,Qualifies for reduced/free lunch,48,54
DNQDD,Suburban,Public,2AP,Standard,27,U0TQQ,Male,Qualifies for reduced/free lunch,53,62
DNQDD,Suburban,Public,2AP,Standard,27,UIM0F,Male,Qualifies for reduced/free lunch,52,58
DNQDD,Suburban,Public,2AP,Standard,27,UPBA8,Male,Qualifies for reduced/free lunch,54,61
DNQDD,Suburban,Public,2AP,Standard,27,VJQL3,Male,Qualifies for reduced/free lunch,44,59
DNQDD,Suburban,Public,2AP,Standard,27,X7YLX,Female,Qualifies for reduced/free lunch,47,56
DNQDD,Suburban,Public,2AP,Standard,27,Y2RWV,Female,Does not qualify,49,58
DNQDD,Suburban,Public,PW5,Experimental,20,02WIH,Male,Qualifies for reduced/free lunch,37,56
DNQDD,Suburban,Public,PW5,Experimental,20,0VR4J,Female,Does not qualify,50,63
DNQDD,Suburban,Public,PW5,Experimental,20,1IEF0,Male,Does not qualify,48,58
DNQDD,Suburban,Public,PW5,Experimental,20,1M9UM,Male,Qualifies for reduced/free lunch,40,60
DNQDD,Suburban,Public,PW5,Experimental,20,2OI79,Female,Qualifies for reduced/free lunch,39,49
DNQDD,Suburban,Public,PW5,Experimental,20,463P7,Female,Does not qualify,41,60
DNQDD,Suburban,Public,PW5,Experimental,20,4HD3D,Female,Qualifies for reduced/free lunch,38,57
DNQDD,Suburban,Public,PW5,Experimental,20,6RFGN,Male,Qualifies for reduced/free lunch,44,58
DNQDD,Suburban,Public,PW5,Experimental,20,6TTZY,Female,Does not qualify,45,63
DNQDD,Suburban,Public,PW5,Experimental,20,6XLGF,Female,Does not qualify,45,67
DNQDD,Suburban,Public,PW5,Experimental,20,E7VFK,Female,Qualifies for reduced/free lunch,36,53
DNQDD,Suburban,Public,PW5,Experimental,20,GO92G,Male,Does not qualify,48,62
DNQDD,Suburban,Public,PW5,Experimental,20,GUEXC,Female,Qualifies for reduced/free lunch,42,54
DNQDD,Suburban,Public,PW5,Experimental,20,MP2DL,Female,Does not qualify,48,65
DNQDD,Suburban,Public,PW5,Experimental,20,UBDCF,Male,Qualifies for reduced/free lunch,42,57
DNQDD,Suburban,Public,PW5,Experimental,20,VWNJ9,Male,Does not qualify,45,67
DNQDD,Suburban,Public,PW5,Experimental,20,XN65F,Female,Qualifies for reduced/free lunch,39,61
DNQDD,Suburban,Public,PW5,Experimental,20,Y4LA5,Female,Qualifies for reduced/free lunch,45,64
DNQDD,Suburban,Public,PW5,Experimental,20,YM3NK,Male,Qualifies for reduced/free lunch,44,59
DNQDD,Suburban,Public,PW5,Experimental,20,ZR1KH,Female,Qualifies for reduced/free lunch,40,52
DNQDD,Suburban,Public,ROP,Experimental,28,0KSLY,Female,Does not qualify,57,74
DNQDD,Suburban,Public,ROP,Experimental,28,34LDX,Male,Qualifies for reduced/free lunch,58,74
DNQDD,Suburban,Public,ROP,Experimental,28,39EA1,Female,Does not qualify,62,79
DNQDD,Suburban,Public,ROP,Experimental,28,5CQ0N,Female,Qualifies for reduced/free lunch,61,71
DNQDD,Suburban,Public,ROP,Experimental,28,5SLAY,Male,Qualifies for reduced/free lunch,57,73
DNQDD,Suburban,Public,ROP,Experimental,28,7HDEV,Male,Qualifies for reduced/free lunch,62,74
DNQDD,Suburban,Public,ROP,Experimental,28,831D6,Male,Qualifies for reduced/free lunch,55,71
DNQDD,Suburban,Public,ROP,Experimental,28,889HH,Male,Qualifies for reduced/free lunch,55,68
DNQDD,Suburban,Public,ROP,Experimental,28,B6VQP,Male,Does not qualify,55,75
DNQDD,Suburban,Public,ROP,Experimental,28,H0CGC,Male,Qualifies for reduced/free lunch,57,72
DNQDD,Suburban,Public,ROP,Experimental,28,JAQ11,Male,Qualifies for reduced/free lunch,58,79
DNQDD,Suburban,Public,ROP,Experimental,28,JZRVJ,Male,Does not qualify,58,75
DNQDD,Suburban,Public,ROP,Experimental,28,KCJ9W,Female,Does not qualify,60,78
DNQDD,Suburban,Public,ROP,Experimental,28,L0UG9,Male,Qualifies for reduced/free lunch,55,67
DNQDD,Suburban,Public,ROP,Experimental,28,MGJ90,Female,Qualifies for reduced/free lunch,52,73
DNQDD,Suburban,Public,ROP,Experimental,28,MR2T1,Male,Does not qualify,61,73
DNQDD,Suburban,Public,ROP,Experimental,28,N3LL6,Female,Qualifies for reduced/free lunch,53,67
DNQDD,Suburban,Public,ROP,Experimental,28,OA8PY,Male,Qualifies for reduced/free lunch,60,73
DNQDD,Suburban,Public,ROP,Experimental,28,PXXNX,Male,Does not qualify,58,76
DNQDD,Suburban,Public,ROP,Experimental,28,S7G9W,Female,Qualifies for reduced/free lunch,53,67
DNQDD,Suburban,Public,ROP,Experimental,28,SJEG2,Male,Qualifies for reduced/free lunch,60,72
DNQDD,Suburban,Public,ROP,Experimental,28,VG2OX,Male,Does not qualify,64,77
DNQDD,Suburban,Public,ROP,Experimental,28,VJ7SW,Female,Does not qualify,62,74
DNQDD,Suburban,Public,ROP,Experimental,28,XLDOH,Female,Qualifies for reduced/free lunch,56,74
DNQDD,Suburban,Public,ROP,Experimental,28,XWMAD,Male,Qualifies for reduced/free lunch,59,76
DNQDD,Suburban,Public,ROP,Experimental,28,YC05X,Female,Does not qualify,61,77
DNQDD,Suburban,Public,ROP,Experimental,28,ZFT9J,Male,Qualifies for reduced/free lunch,56,74
DNQDD,Suburban,Public,ROP,Experimental,28,ZJ61P,Female,Qualifies for reduced/free lunch,54,73
DNQDD,Suburban,Public,ST7,Standard,20,2QC96,Female,Qualifies for reduced/free lunch,64,69
DNQDD,Suburban,Public,ST7,Standard,20,70S7T,Female,Does not qualify,63,74
DNQDD,Suburban,Public,ST7,Standard,20,8K2VR,Male,Qualifies for reduced/free lunch,49,60
DNQDD,Suburban,Public,ST7,Standard,20,98B8A,Male,Does not qualify,60,61
DNQDD,Suburban,Public,ST7,Standard,20,99KK2,Female,Qualifies for reduced/free lunch,58,69
DNQDD,Suburban,Public,ST7,Standard,20,A5BS4,Male,Qualifies for reduced/free lunch,60,74
DNQDD,Suburban,Public,ST7,Standard,20,F99D8,Male,Qualifies for reduced/free lunch,57,66
DNQDD,Suburban,Public,ST7,Standard,20,G88DV,Male,Qualifies for reduced/free lunch,58,70
DNQDD,Suburban,Public,ST7,Standard,20,I9OJV,Male,Qualifies for reduced/free lunch,58,68
DNQDD,Suburban,Public,ST7,Standard,20,JIMD2,Male,Does not qualify,62,71
DNQDD,Suburban,Public,ST7,Standard,20,JMTOQ,Male,Qualifies for reduced/free lunch,53,68
DNQDD,Suburban,Public,ST7,Standard,20,LKACN,Female,Qualifies for reduced/free lunch,55,66
DNQDD,Suburban,Public,ST7,Standard,20,M7XQV,Female,Does not qualify,60,72
DNQDD,Suburban,Public,ST7,Standard,20,MEM4Z,Male,Does not qualify,62,71
DNQDD,Suburban,Public,ST7,Standard,20,OJLP8,Male,Qualifies for reduced/free lunch,55,64
DNQDD,Suburban,Public,ST7,Standard,20,OX7PB,Male,Qualifies for reduced/free lunch,60,67
DNQDD,Suburban,Public,ST7,Standard,20,PIYL8,Male,Does not qualify,59,66
DNQDD,Suburban,Public,ST7,Standard,20,SPIWM,Female,Qualifies for reduced/free lunch,53,70
DNQDD,Suburban,Public,ST7,Standard,20,VD06X,Male,Qualifies for reduced/free lunch,57,74
DNQDD,Suburban,Public,ST7,Standard,20,YLFY8,Male,Qualifies for reduced/free lunch,59,69
DNQDD,Suburban,Public,XXJ,Standard,27,6K4DK,Male,Does not qualify,63,72
DNQDD,Suburban,Public,XXJ,Standard,27,8NGSI,Male,Qualifies for reduced/free lunch,65,68
DNQDD,Suburban,Public,XXJ,Standard,27,9GYWF,Male,Qualifies for reduced/free lunch,56,71
DNQDD,Suburban,Public,XXJ,Standard,27,B8ZPI,Male,Qualifies for reduced/free lunch,60,69
DNQDD,Suburban,Public,XXJ,Standard,27,B9J7D,Male,Does not qualify,60,66
DNQDD,Suburban,Public,XXJ,Standard,27,BKV9M,Male,Does not qualify,60,68
DNQDD,Suburban,Public,XXJ,Standard,27,D18ZU,Male,Does not qualify,62,72
DNQDD,Suburban,Public,XXJ,Standard,27,E6Q1J,Female,Does not qualify,63,70
DNQDD,Suburban,Public,XXJ,Standard,27,F8Q67,Male,Does not qualify,61,74
DNQDD,Suburban,Public,XXJ,Standard,27,FWYBW,Female,Qualifies for reduced/free lunch,56,69
DNQDD,Suburban,Public,XXJ,Standard,27,G3GYE,Female,Qualifies for reduced/free lunch,60,67
DNQDD,Suburban,Public,XXJ,Standard,27,HEIPF,Male,Qualifies for reduced/free lunch,55,66
DNQDD,Suburban,Public,XXJ,Standard,27,HEOZU,Female,Qualifies for reduced/free lunch,62,71
DNQDD,Suburban,Public,XXJ,Standard,27,IXYC5,Male,Qualifies for reduced/free lunch,57,71
DNQDD,Suburban,Public,XXJ,Standard,27,JZYO3,Female,Qualifies for reduced/free lunch,58,70
DNQDD,Suburban,Public,XXJ,Standard,27,LMU2D,Male,Qualifies for reduced/free lunch,57,67
DNQDD,Suburban,Public,XXJ,Standard,27,NHYYZ,Male,Does not qualify,62,69
DNQDD,Suburban,Public,XXJ,Standard,27,NR8JR,Male,Qualifies for reduced/free lunch,55,65
DNQDD,Suburban,Public,XXJ,Standard,27,O2EGZ,Female,Qualifies for reduced/free lunch,60,76
DNQDD,Suburban,Public,XXJ,Standard,27,OKESX,Female,Qualifies for reduced/free lunch,52,62
DNQDD,Suburban,Public,XXJ,Standard,27,RV35S,Female,Qualifies for reduced/free lunch,61,67
DNQDD,Suburban,Public,XXJ,Standard,27,RVEQB,Female,Qualifies for reduced/free lunch,60,70
DNQDD,Suburban,Public,XXJ,Standard,27,SVLAT,Female,Does not qualify,62,68
DNQDD,Suburban,Public,XXJ,Standard,27,SZ7BS,Male,Qualifies for reduced/free lunch,60,64
DNQDD,Suburban,Public,XXJ,Standard,27,WLH9L,Male,Does not qualify,67,75
DNQDD,Suburban,Public,XXJ,Standard,27,Y2Z8M,Male,Does not qualify,61,70
DNQDD,Suburban,Public,XXJ,Standard,27,Z7PUC,Female,Qualifies for reduced/free lunch,58,68
FBUMG,Rural,Non-public,197,Experimental,14,25M8Y,Male,Qualifies for reduced/free lunch,53,68
FBUMG,Rural,Non-public,197,Experimental,14,3234W,Male,Does not qualify,63,78
FBUMG,Rural,Non-public,197,Experimental,14,3431D,Male,Does not qualify,67,79
FBUMG,Rural,Non-public,197,Experimental,14,A3RYU,Male,Does not qualify,61,76
FBUMG,Rural,Non-public,197,Experimental,14,ARW1X,Male,Does not qualify,57,76
FBUMG,Rural,Non-public,197,Experimental,14,BZ38P,Female,Does not qualify,72,84
FBUMG,Rural,Non-public,197,Experimental,14,FNZ5V,Female,Does not qualify,65,78
FBUMG,Rural,Non-public,197,Experimental,14,H4WWF,Male,Qualifies for reduced/free lunch,56,73
FBUMG,Rural,Non-public,197,Experimental,14,HDPCP,Female,Does not qualify,64,77
FBUMG,Rural,Non-public,197,Experimental,14,KJGKN,Male,Does not qualify,65,80
FBUMG,Rural,Non-public,197,Experimental,14,S56V4,Male,Does not qualify,65,79
FBUMG,Rural,Non-public,197,Experimental,14,VMM7O,Male,Does not qualify,64,84
FBUMG,Rural,Non-public,197,Experimental,14,Y9W00,Female,Does not qualify,62,81
FBUMG,Rural,Non-public,197,Experimental,14,Z5DTY,Female,Does not qualify,58,78
FBUMG,Rural,Non-public,5LQ,Experimental,18,04DG5,Female,Qualifies for reduced/free lunch,63,84
FBUMG,Rural,Non-public,5LQ,Experimental,18,20M2D,Female,Qualifies for reduced/free lunch,68,85
FBUMG,Rural,Non-public,5LQ,Experimental,18,39KCW,Male,Qualifies for reduced/free lunch,66,81
FBUMG,Rural,Non-public,5LQ,Experimental,18,5Z1B6,Male,Does not qualify,68,88
FBUMG,Rural,Non-public,5LQ,Experimental,18,6TLU8,Female,Does not qualify,66,81
FBUMG,Rural,Non-public,5LQ,Experimental,18,ATQQJ,Female,Does not qualify,68,82
FBUMG,Rural,Non-public,5LQ,Experimental,18,AYEU1,Male,Qualifies for reduced/free lunch,68,79
FBUMG,Rural,Non-public,5LQ,Experimental,18,B9FSU,Male,Does not qualify,69,83
FBUMG,Rural,Non-public,5LQ,Experimental,18,EV13K,Female,Does not qualify,66,83
FBUMG,Rural,Non-public,5LQ,Experimental,18,I5H37,Male,Qualifies for reduced/free lunch,65,83
FBUMG,Rural,Non-public,5LQ,Experimental,18,JC5I9,Female,Does not qualify,58,80
FBUMG,Rural,Non-public,5LQ,Experimental,18,JPE2J,Male,Does not qualify,59,81
FBUMG,Rural,Non-public,5LQ,Experimental,18,MFBYU,Female,Does not qualify,73,82
FBUMG,Rural,Non-public,5LQ,Experimental,18,O144X,Male,Does not qualify,67,86
FBUMG,Rural,Non-public,5LQ,Experimental,18,OGKP3,Male,Does not qualify,72,83
FBUMG,Rural,Non-public,5LQ,Experimental,18,UMFI7,Female,Qualifies for reduced/free lunch,56,73
FBUMG,Rural,Non-public,5LQ,Experimental,18,V1DNJ,Male,Does not qualify,61,76
FBUMG,Rural,Non-public,5LQ,Experimental,18,YRN9S,Male,Does not qualify,68,87
FBUMG,Rural,Non-public,JGD,Experimental,14,07R5Z,Male,Does not qualify,57,79
FBUMG,Rural,Non-public,JGD,Experimental,14,39K0Q,Female,Does not qualify,62,76
FBUMG,Rural,Non-public,JGD,Experimental,14,3BUJG,Male,Does not qualify,58,68
FBUMG,Rural,Non-public,JGD,Experimental,14,7PML3,Male,Qualifies for reduced/free lunch,56,69
FBUMG,Rural,Non-public,JGD,Experimental,14,8FLEP,Female,Does not qualify,64,76
FBUMG,Rural,Non-public,JGD,Experimental,14,95X1X,Male,Qualifies for reduced/free lunch,58,73
FBUMG,Rural,Non-public,JGD,Experimental,14,IW48S,Male,Qualifies for reduced/free lunch,63,78
FBUMG,Rural,Non-public,JGD,Experimental,14,K0K0N,Male,Does not qualify,58,77
FBUMG,Rural,Non-public,JGD,Experimental,14,NU48M,Female,Does not qualify,61,77
FBUMG,Rural,Non-public,JGD,Experimental,14,OE2B4,Female,Does not qualify,60,74
FBUMG,Rural,Non-public,JGD,Experimental,14,UUSTB,Male,Does not qualify,55,72
FBUMG,Rural,Non-public,JGD,Experimental,14,VK6OF,Male,Does not qualify,59,74
FBUMG,Rural,Non-public,JGD,Experimental,14,XK8M9,Female,Does not qualify,64,80
FBUMG,Rural,Non-public,JGD,Experimental,14,Y9GZZ,Female,Does not qualify,65,75
GJJHK,Suburban,Public,HCB,Standard,22,34ANF,Female,Does not qualify,47,61
